1,2,3-三甲苯	偏三甲苯；1,2,3-三甲苯 
反應性方程	倒時方程
倒裝塔	倒裝組塔
準同步﹝法﹞	準同步並列
準確等級	準確級
準許收入	準許收入
準靜態過程	準靜態過程
原型（核電）反應器	原型反應堆
原煤	原煤
埋入式溫度計	埋入式測溫計
埋置深度	埋置深度
夏季施工	夏季施工
套期保值	套期保值
絕緣套管	套管
套管式比流器	套管式電流互感器
套管護壁法	套管護壁法
套裝油管	套裝油管
套裝轉子	套裝轉子
電容電抗	容抗
容量電價	容量電價
容積含汽率	容積含汽率
容積熱釋放率	容積熱強度
（電）容（電）納	容納
射水抽氣器	射水抽氣器
蒸汽噴射抽氣器	射汽抽氣器
光線	射線
峰瓦	峰瓦
峰-谷值	峰-谷值
峰谷電價	峰谷電價
峰值	峰值
峰對峰值	峰-峰值
尖峰分擔因數	峰荷分擔因數
尖峰分攤方法	峰荷分攤方法
尖峰負載電廠	峰荷電廠
尖峰負載電價	峰負荷電價
價差契約	差價合同
差別因數	差異性因數
差動式挑坎	差動式挑坎
差動式調壓室	差動式調壓室
差動電驛	差動繼電器
托架軸承	座式軸承
扇形閘門	扇形閘門
振幅	振幅
振沖樁穩定	振沖樁加固
振動加固	振動加固
振動篩	振動篩
振動給煤機	振動給煤機
振動頻譜	振動頻譜
振盪周期	振蕩周期
係統解列振盪過電壓	振蕩解列操作過電壓
振盪閉鎖	振蕩閉鎖
效率修正公式	效率修正公式
效率試驗	效率測定
旁路通路	旁通通路
旁通臂	旁通臂
旁通對	旁通對
旁通閥	旁通閥
旁路開關	旁路開關
旁路阻尼器	旁路擋板
校核洪水位	校核洪水位
校核煤炭	校核煤種
核事故應急計畫與準備	核應急計劃與準備
核反應	核反應
核功率測量	核功率測量
核安全	核安全
核安全目標	核安全目標
核安全技術原則	核安全技術原則
核安全法規制度	核安全法規體係
核安全等級	核安全等級
核安全管理原則	核安全管理原則
核安全加強	核安全執法
核安全監督檢查	核安全監督檢查
核安全法規	核安全監管
核安全監管機構	核安全監管機構
核安全許可證	核安全許可證
核安全許可證制度	核安全許可證制度
核安全評價	核安全評價
核材料	核材料
核材料帳務	核材料衡算
核材料實物保護	核材料實物保護
核材料實物保護分區	核材料實物保護分區
核承壓設備	核承壓設備
核承壓設備監督管理	核承壓設備監督管理
核保安	核保安
核保障	核保障
現場保安檢驗	核保障現場視察
核種	核素
核能	核能
核子熱	核能供熱
核能發電	核能發電
核燃料	核燃料
核燃料廠房	核燃料廠房
核燃料循環	核燃料循環
裝料機	核燃料裝卸料機
核動力	核動力
核動力裝置結構阻尼器	核動力裝置結構阻尼器
核應急	核應急
核沸騰	核態沸騰
核電人力資源開發	核電人力資源開發
核能電廠	核電廠
核能電廠廠址	核電廠廠區
核電廠比投資	核電廠比投資
核能電廠水化學	核電廠水化學
核電廠可靠性	核電廠可靠性
核能電廠正常運轉情況	核電廠正常運行工況
核能電廠運轉準備	核電廠生産準備
核電廠全範圍模擬機	核電廠全範圍仿真機
核能電廠安全性	核電廠安全性
核能電廠安全級電氣設備	核電廠安全級電氣設備
核能電廠安全互鎖	核電廠安全聯鎖
核電廠異常作業情況	核電廠異常運行工況
核能電廠抗震設計	核電廠抗震設計
核能電廠事件分級	核電廠事件分級
核能電廠事故處理程序	核電廠事故處理規程
核電廠供水係統	核電廠供水係統
核電廠供電係統	核電廠供電係統
核電廠定期試驗	核電廠定期試驗
核能電廠採購控制	核電廠采購控制
核電廠建設網路進度	核電廠建設網絡進度
核能電廠建設單位	核電廠建設單位
核能電廠建造排程	核電廠建設進度控制
核電廠流出物大氣擴散	核電廠流出物大氣擴散
核能電廠防護係統	核電廠消防係統
核電廠退役	核電廠退役
核能電廠操作員執照	核電廠操縱人員執照
核能電廠嚴重事故處理規程	核電廠嚴重事故處理規程
核電廠發電成本	核電廠發電成本
核能電廠實體保護	核電廠實體保衛
核能電廠緊急事故分類	核電廠應急狀態分級
核能電廠警報係統	核電廠報警係統
核電廠環境影響評價估	核電廠環境影響評價
核電廠經濟分析	核電廠經濟分析
核能電廠維修	核電廠維修
核電廠營運單位	核電廠營運單位
核電廠設計壽期	核電廠設計壽期
核電廠試運轉	核電廠調試
核能電廠運轉情況	核電廠運行工況
核能電廠運轉特點	核電廠運行特點
核能電廠運轉規程	核電廠運行規程
核能電廠選址	核電廠選址
核電機組	核電機組
核電計劃基礎結構	核電基礎結構
核電發展計劃	核電規劃
核電專案規劃	核電項目策劃
核設施	核設施
核設施設計安全要求	核設施設計安全要求
核設施運轉安全要求	核設施運行安全要求
核設施選址安全要求	核設施選址安全要求
核設計準則	核設計準則
核輔助廠房	核輔助廠房
迷宮式密封	梳齒狀迷宮汽封
格子形桿塔	格構式塔
格柵式基礎	格柵式基礎
格子形桿塔	桁架式塔架
氧化性大氣	氧化性氣氛
陶瓷氧化物燃料	氧化物陶瓷燃料
氧化穩定性	氧化穩定性
氧腐蝕	氧腐蝕
氨化混床	氨化混床
氦氣輪機	氦氣輪機
浪壓力	浪壓力
水鬥，水桶，存儲桶，吊桶，戽鬥，葉片(沖擊式水輪機的)，桶形電極(速調管的)	消力戽
擋板座	消力墩
消弧線圈	消弧電抗器
能量散逸	消能
消聲器	消聲器
浸入	浸沒
海水洗滌法煙氣脫硫	海水洗滌法煙氣脫硫
海水淡化	海水淡化
核能海水淡化裝置	海水淡化反應堆裝置
水底電纜	海底電纜
海拔校正係數	海拔校正係數
海洋能	海洋能
海洋溫差	海洋溫差
海洋溫差發電	海洋溫差發電
拋石	海漫
浮接充電	浮充電
浮床	浮動床
浮體閘	浮動閘門
湧漿	湧漿
特士拉	特
超大塊煤	特大塊煤
特性曲線	特性曲線
特性角	特性角
特性阻抗	特性阻抗
特性量	特性量
特性量設定範圍	特性量的整定範圍
特性量設定值	特性量的整定值
珠光體耐熱鋼	珠光體耐熱鋼
珠光體球化	珠光體球化
保留煤樣	留樣
疲乏	疲勞
耐勞限度	疲勞極限
疲乏破裂	疲勞斷裂
真空	真空
真空壓力	真空
真空度	真空度
真空滲透	真空浸漬
真空熔線	真空熔斷器
真空形式	真空模板
真空斷路器	真空斷路器
真空試驗	真空試驗
真相對密度	真相對密度
實際氣體	真實氣體
破冰式隔離開關	破冰式隔離開關
擊穿放電	破壞性放電
破壞性放電試驗	破壞性放電試驗
真空破壞停機	破壞真空停機
窄縫挑坎	窄縫挑坎
輔助開關盤	站用配電櫃
飛灰	粉煤灰
飛灰化學成分	粉煤灰化學成分
粉煤灰物理特性	粉煤灰物理特性
飛灰遊離氧化鈣	粉煤灰遊離氧化鈣
從飛灰中分離碳殘餘	粉煤灰選炭
飛灰的鐵氧化物分離	粉煤灰選鐵
灰塵汙染控制	粉塵治理
缺口敏感性	缺口敏感性
耗漿量	耗漿量
脆性斷裂	脆性斷裂
能量	能量
能量貶值	能量貶值
主動式安全係統	能動安全係統
有效分量	能動部件
衰變熱	衰變熱
衰變鏈	衰變鏈
初始磁化曲線	起始磁化曲線
起重機械	起重機械
起座壓力	起座壓力
電暈起始試驗	起暈電壓試驗
連接發電廠至電力網輸電線成本	送出工程投資
送電端係統	送端係統
空氣流量控制係統	送風量控制係統
馬達操作	逆功率運行
逆循環	逆循環
逆燃	逆燃
反向器	逆變器
退火	退火
切斷	退出
去磁	退磁
諧振逃逸機率	逃脫共振俘獲概率
追憶列印	追憶打印
配汽機構	配汽機構
配煤合格率	配煤合格率
亭變電站	配電小間
配電網	配電網
配電網中性點接地方式	配電網中性點接地方式
配電網路容載比	配電網容載比
配電網電壓等級	配電網電壓等級
配電站	配電所
配電商	配電商
配電損失	配電損耗
配線尾纖	配線尾纖
槽溢洪道	陡槽式溢洪道
有機物移除	除有機物
除氣器	除氧器
除氧器滑壓運轉	除氧器滑壓運行
除氧器額定輸出	除氧器額定出力
除渣設備	除渣設備
除塵效率	除塵效率
集塵器性能	除塵器性能
除礦質水	除鹽水
骨料級配	骨料級配
高、中壓缸聯合啟動	高、中壓缸聯合啓動
高水頭水電站	高水頭水電站
高可靠性電價	高可靠性電價
高次諧波成分	高次諧波
高價中標率	高價中標率
高低匹配法	高低匹配法
高位準放射性廢物	高放廢物
高通量試驗反應器	高注量率試驗堆
高阻抗型母線差動保護	高阻抗型母線差動保護
高阻故障	高阻故障
高級煤炭	高品位煤
高型佈置	高型布置
尖峰容量成本	高峰容量成本
高初始響應激磁係統	高起始響應勵磁係統
高部分負荷壓力脈動	高部分負荷壓力脈動
高斯	高斯
高斯-賽代爾法	高斯-賽德爾法
高壓力給水加熱器	高壓加熱器
高壓示波器	高壓示波器
高壓安全噴射係統	高壓安全注射係統
高壓力除氧器	高壓式除氧器
高壓機組	高壓機組
高壓耐火油係統	高壓抗燃油係統
高壓汽輪機	高壓汽輪機
高壓油頂升裝置	高壓油頂起裝置
高壓油頂軸設備	高壓油頂軸裝置
高壓直流係統主控制	高壓直流係統主控制
高壓直流係統極	高壓直流係統極
高壓直流係統極控制	高壓直流係統極控制
高壓直流係統雙極控制	高壓直流係統雙極控制
高壓直流背對背係統	高壓直流背靠背係統
高壓直流換流站	高壓直流換流站
高壓直流換流站控制	高壓直流換流站控制
高壓直流換流站接地網	高壓直流換流站接地網
高壓直流輸電控制模式	高壓直流輸電控制方式
高壓直流輸電控制係統	高壓直流輸電控制係統
高壓直流輸電線路	高壓直流輸電線路
高壓直流輸電線路極線	高壓直流輸電線路極線
高壓旁路係統	高壓旁路係統
高壓液相色譜分析	高壓液相色譜分析
高壓耦合電容器	高壓耦合電容器
高壓整流器	高壓整流器
高壓噴射灌漿	高壓噴射灌漿
高壓帶電顯示裝置	高壓帶電顯示裝置
高壓開關裝置	高壓開關
高壓開關設備和控制設備	高壓開關設備和控制設備
高壓開關設備互鎖裝置	高壓開關設備聯鎖裝置
高壓標準電容器	高壓標準電容器
高壓電源濾波器	高壓電源濾波器
高壓電橋	高壓電橋
高壓繞組	高壓繞組
高壓進汽部分	高壓進汽部分
高壓鍋爐	高壓鍋爐
高壓閘門	高壓閘門
高溫分離器	高溫分離器
高溫氣冷反應器球狀燃料裝卸係統	高溫氣冷堆球狀燃料裝卸係統
高溫腐蝕	高溫腐蝕
高溫燃氣通道檢修	高溫燃氣通道檢修
高溫熱管	高溫熱管
鼓風爐氣	高爐煤氣
高電壓技術	高電壓技術
高電壓發電機	高電壓發電機
高電壓試驗測量係統	高電壓試驗測量係統
高電壓試驗設備	高電壓試驗設備
高負載因數費率	高負荷率電價
高斜率穩定度	高邊坡穩定
滯留檢查點	停工待檢點
汽渦輪機停機保養	停機保養
停機餘裕	停堆深度
關機硼濃度	停堆硼濃度
關機檢驗	停堆檢查
停爐保護	停爐保護
供電中斷	停電
停電轉接	停電操作
停止	停電狀態
停電費用	停電費用
停機率	停運率
停電狀態	停運狀態
假想圓周	假想切圓
假設始發事件	假設始發事件
入射	偶然事件
偏航機構	偏航機構
安全銷	剪斷銷
副槽通風	副槽通風
副產品脫水率	副産物的脫水率
勒克斯	勒
商用（核電）反應器	商用反應堆
商用煤炭	商品煤
商品煤樣	商品煤樣
商用電價	商業電價
堆石壩	堆石壩
堆取料（煤）機	堆取料機
反應器周期	堆周期
核﹝爐﹞ 心功率分布	堆芯功率分布
爐內功率密度	堆芯功率密度
核心配置型樣	堆芯布置方案
核﹝爐﹞ 心高度	堆芯高度
等效核心直徑	堆芯等效直徑
核心熔化概率	堆芯熔化概率
反應器核心燃料管理	堆芯燃料管理
反應器核心壽命	堆芯壽期
總密度	堆密度
反應器內部零件	堆內構件
堆錐四分法	堆錐四分法
整體反應器壓力容器頭結構	堆頂一體化結構
基本回路	基本回路
基本施工程序	基本建設程序
基準沖擊絕緣水平	基本沖擊絕緣水平
基本設計負載	基本設計荷載
基本負載	基本負荷
基本負載運轉模式	基本負荷運行方式
基本負載鍋爐	基本負荷鍋爐
基礎坑	基坑
基波	基波
基波分量	基波分量
基波功率	基波功率
基值	基準值
基礎風險	基差風險
基本負載發電機組	基荷機組
基本負載電廠	基荷電廠
基本負載運轉	基荷運行
基（本）頻（率）	基頻
堵漏	堵漏
密封（型）變壓器	密封式變壓器
密封式電抗器	密封式電抗器
密封油係統	密封油係統
密封風機	密封風機
密度	密度
定電壓控制	常調壓
管制中心	控制中心
控制模式	控制方式
控制電路	控制回路
關鍵工作時程	控制性進度
控制毒物的價值	控制毒物的價值
控制循環鍋爐	控制循環鍋爐
控制棒	控制棒
控制棒值	控制棒價值
控制棒校正	控制棒刻度
控制棒彈出事故	控制棒彈出事故
控制棒驅動機構試驗	控制棒驅動機構試驗
控制器	控制器
控制爆破	控制爆破
管制區	控制區
控制開關	控制開關
控制電纜	控制電纜
控制盤與控制台	控制盤台
伺服電動機	接力器
接地比壓器	接地電壓互感器
接地回路連接器	接地回路連接器
接地柵	接地網
接地電極	接地體
接地和短路設備	接地和短路裝置
接地和短路裝置的額定電流和額定時間	接地和短路裝置的額定電流和額定時間
接地電極	接地極
接地電極線路	接地極線路
接地故障	接地故障
三相接地變壓器	接地變壓器
主接地導線	接地彙流排
接地電刷	接地電刷
接地故障電流	接地電流
接地故障電驛	接地繼電器
接地裝置係統	接地裝置
接地連接電位	接地裝置對地電位
接觸張力接頭	接觸金具
接觸器	接觸器
接觸電位差	接觸電位差
接頭焊接	接頭焊接
接戶幹線	接戶線
接縫灌漿	接縫灌漿
